id,name,chapter,subsection,tags,suji,xingwei,guijing,gongxiao,zhuzhi,yongfa,jinji,yaoli,jianjie,file
277,伸筋草,祛风湿药,祛风寒湿药,,祛风除湿、舒筋活络为要,微苦、辛，温,肝、脾、肾经,祛风除湿；舒筋活络,风寒湿痹，关节酸痛，屈伸不利；跌打损伤,煎服，3～12g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/伸筋草.md
278,威灵仙,祛风湿药,祛风寒湿药,,祛风湿、通络止痛为要,辛、咸，温,膀胱经,祛风湿；通络止痛；消骨鲠,风湿痹痛，肢体麻木；跌打伤痛；诸骨鲠咽,煎服，6～10g；治骨鲠可用30～50g煎汤或含漱,气血虚弱者慎服,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/威灵仙.md
279,川乌,祛风湿药,祛风寒湿药,,祛风除湿、温经止痛为要,辛、苦，热；有大毒,心、肝、肾、脾经,祛风除湿；温经止痛,风寒湿痹，关节疼痛；心腹冷痛，寒疝腹痛；麻醉止痛,煎服，1.5～3g，先煎久煎（1～2小时）；入丸散，0.5～1g；须炮制后用,有大毒，孕妇禁用；不宜与贝母、半夏、白及、白蔹、瓜蒌、天花粉同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/川乌.md
280,木瓜,祛风湿药,祛风寒湿药,,舒筋活络、和胃化湿为要,酸，温,肝、脾经,舒筋活络；和胃化湿,风湿痹证，筋脉拘挛，脚气肿痛；吐泻转筋；食积不化,煎服，6～9g,胃酸过多者不宜用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/木瓜.md
281,海风藤,祛风湿药,祛风寒湿药,,祛风湿、通络止痛为要,辛、苦，微温,肝经,祛风湿；通络止痛,风寒湿痹，关节不利，筋脉拘挛；跌打损伤,煎服，6～12g,阴虚血燥者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/海风藤.md
282,独活,祛风湿药,祛风寒湿药,,祛风除湿、通痹止痛为要,辛、苦，微温,肾、膀胱经,祛风除湿；通痹止痛；解表,风寒湿痹，腰膝疼痛；少阴伏风头痛；风寒夹湿表证,煎服，3～10g,阴虚血燥者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/独活.md
283,穿山龙,祛风湿药,祛风寒湿药,,祛风除湿、舒筋通络为要,苦，微寒,肝、肺经,祛风除湿；舒筋通络；活血止痛；止咳平喘,风湿痹痛，关节肿痛；跌打损伤；咳嗽气喘,煎服，9～15g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/穿山龙.md
284,蕲蛇,祛风湿药,祛风寒湿药,,祛风、通络为要,甘、咸，温；有毒,肝经,祛风；通络；止痉,风湿顽痹，麻木拘挛；中风口眼歪斜，半身不遂；小儿急慢惊风，破伤风；麻风、疥癣,煎服，3～9g；研末吞服，1～1.5g；或浸酒服,有毒，血虚生风者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/蕲蛇.md
285,蚕沙,祛风湿药,祛风寒湿药,,祛风除湿、和胃化浊为要,甘、辛，温,肝、脾、胃经,祛风除湿；和胃化浊,风湿痹痛；吐泻转筋；风疹瘙痒,煎服，5～15g，包煎,血虚者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/蚕沙.md
286,路路通,祛风湿药,祛风寒湿药,,祛风活络、利水为要,苦，平,肝、肾经,祛风活络；利水；通经,风湿痹痛，麻木拘挛；水肿胀满；经闭乳少,煎服，5～10g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/路路通.md
287,青风藤,祛风湿药,祛风寒湿药,,祛风湿、通经络为要,苦、辛，平,肝、脾经,祛风湿；通经络；利小便,风湿痹痛，关节肿胀；水肿，脚气,煎服，6～12g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/青风藤.md
288,五加皮,祛风湿药,祛风湿强筋骨药,,祛风除湿、补益肝肾为要,辛、苦，温,肝、肾经,祛风除湿；补益肝肾；强筋壮骨；利水消肿,风湿痹痛，筋脉拘挛；肝肾不足，筋骨痿软，小儿行迟；水肿，脚气浮肿,煎服，5～10g,阴虚火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿强筋骨药/五加皮.md
289,千年健,祛风湿药,祛风湿强筋骨药,,祛风湿、壮筋骨为要,苦、辛，温,肝、肾经,祛风湿；壮筋骨,风湿痹痛，腰膝冷痛，筋骨无力,煎服，5～10g,阴虚内热者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿强筋骨药/千年健.md
290,桑寄生,祛风湿药,祛风湿强筋骨药,,祛风湿、补肝肾为要,苦、甘，平,肝、肾经,祛风湿；补肝肾；强筋骨；安胎元,风湿痹痛，腰膝酸软；肝肾不足，筋骨痿软；胎动不安，胎漏下血,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿强筋骨药/桑寄生.md
291,狗脊,祛风湿药,祛风湿强筋骨药,,祛风湿、补肝肾为要,苦、甘，温,肝、肾经,祛风湿；补肝肾；强腰膝,风湿痹痛，腰膝酸软，下肢无力；肾虚不固，遗尿白带,煎服，6～12g,肾虚有热、小便不利或短赤者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿强筋骨药/狗脊.md
292,鹿衔草,祛风湿药,祛风湿强筋骨药,,祛风湿、强筋骨为要,甘、苦，温,肝、肾经,祛风湿；强筋骨；止血；止咳,风湿痹痛，腰膝无力；崩漏，月经过多；久咳劳嗽,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿强筋骨药/鹿衔草.md
293,桑枝,祛风湿药,祛风湿热药,,祛风湿、通利关节为要,微苦，平,肝经,祛风湿；通利关节,风湿痹痛，肩臂关节酸痛麻木,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/桑枝.md
294,海桐皮,祛风湿药,祛风湿热药,,祛风湿、通络止痛为要,苦、辛，平,肝经,祛风湿；通络止痛；杀虫止痒,风湿痹痛，四肢拘挛；疥癣、湿疹瘙痒,煎服，5～15g；外用适量,血虚生风者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/海桐皮.md
295,秦艽,祛风湿药,祛风湿热药,,祛风湿、清湿热为要,辛、苦，平,胃、肝、胆经,祛风湿；清湿热；止痹痛；退虚热,风湿痹痛，筋脉拘挛，骨节酸痛；中风半身不遂；湿热黄疸；骨蒸潮热，小儿疳热,煎服，3～10g,久痛虚羸、溲多、便溏者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/秦艽.md
296,络石藤,祛风湿药,祛风湿热药,,祛风通络、凉血消肿为要,苦，微寒,心、肝经,祛风通络；凉血消肿,风湿热痹，筋脉拘挛；喉痹，痈肿,煎服，6～12g,阳虚畏寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/络石藤.md
297,老鹳草,祛风湿药,祛风湿热药,,祛风湿、通经络为要,辛、苦，平,肝、肾、脾经,祛风湿；通经络；止泻痢,风湿痹痛，麻木拘挛；泄泻、痢疾,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/老鹳草.md
298,臭梧桐,祛风湿药,祛风湿热药,,祛风湿、通经络为要,辛、苦、甘，凉,肝经,祛风湿；通经络；平肝,风湿痹痛，肢体麻木，半身不遂；肝阳上亢，头痛眩晕,煎服，5～15g,脾胃虚弱者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/臭梧桐.md
299,豨莶草,祛风湿药,祛风湿热药,,祛风湿、利关节为要,辛、苦，寒,肝、肾经,祛风湿；利关节；解毒,风湿痹痛，筋骨无力，腰膝酸软；中风半身不遂；风疹湿疮，痈肿疮毒,煎服，9～12g,生用或酒蒸制用；无风湿者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/豨莶草.md
300,防己,祛风湿药,祛风湿热药,,祛风湿、止痛为要,苦、辛，寒,膀胱、肺经,祛风湿；止痛；利水消肿,风湿痹痛（热痹尤宜）；水肿，小便不利，脚气浮肿,煎服，5～10g,脾胃虚寒、食欲不振、阴虚无湿热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/防己.md
301,雷公藤,祛风湿药,祛风湿热药,,祛风除湿、活血通络为要,苦、辛，寒；大毒,心、肝经,祛风除湿；活血通络；消肿止痛；杀虫解毒,风湿顽痹，关节肿痛；疔疮肿毒；腰带疮,煎服，6～10g，久煎；外用适量,大毒，内服宜慎；孕妇、育龄期男女、肝肾功能不全者禁用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风湿热药/雷公藤.md
302,人参,补虚药,补气药,,大补元气、复脉固脱为要,甘、微苦，微温,脾、肺、心、肾经,大补元气；复脉固脱；补脾益肺；生津养血；安神益智,体虚欲脱，肢冷脉微；脾虚食少，肺虚喘咳；津伤口渴，内热消渴；气血亏虚，久病虚羸；心悸失眠，阳痿宫冷,煎服，3～9g，另煎兑服；研末吞服，每次2g,不宜与藜芦、五灵脂同用；实证、热证而正气不虚者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/人参.md
303,党参,补虚药,补气药,,健脾益肺、养血生津为要,甘，平,脾、肺经,健脾益肺；养血生津,脾肺气虚，食少倦怠，咳嗽虚喘；气血不足，面色萎黄；气津两伤，口渴,煎服，9～30g,不宜与藜芦同用；实热证不宜用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/党参.md
304,刺五加,补虚药,补气药,,益气健脾、补肾安神为要,甘、微苦，温,脾、肺、心、肾经,益气健脾；补肾安神,脾肺气虚，体虚乏力，食欲不振；肺肾两虚，久咳虚喘；肾虚腰膝酸痛，失眠多梦,煎服，9～27g,阴虚火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/刺五加.md
305,大枣,补虚药,补气药,,补中益气、养血安神为要,甘，温,脾、胃、心经,补中益气；养血安神,脾虚食少，乏力便溏；妇人脏躁，失眠；气血亏虚,煎服，6～15g；劈破煎服,湿盛中满、食积、虫积者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/大枣.md
306,太子参,补虚药,补气药,,益气健脾、生津润肺为要,甘、微苦，平,脾、肺经,益气健脾；生津润肺,脾虚体倦，食欲不振；肺燥干咳；病后虚弱，气阴不足，自汗口渴,煎服，9～30g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/太子参.md
307,山药,补虚药,补气药,,补脾养胃、生津益肺为要,甘，平,脾、肺、肾经,补脾养胃；生津益肺；补肾涩精,脾虚食少，久泻不止；肺虚喘咳；肾虚遗精，带下，尿频；虚热消渴,煎服，15～30g；麸炒增强补脾止泻,湿盛中满或有积滞者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/山药.md
308,甘草,补虚药,补气药,,补脾益气、清热解毒为要,甘，平,心、肺、脾、胃经,补脾益气；清热解毒；祛痰止咳；缓急止痛；调和诸药,脾胃虚弱，倦怠乏力；心悸气短；咳嗽痰多；脘腹、四肢挛急疼痛；痈肿疮毒，咽喉肿痛；药食中毒,煎服，2～10g；清热解毒宜生用，补中缓急宜炙用,不宜与海藻、京大戟、红大戟、甘遂、芫花同用；湿盛中满者慎用；大剂量久服可致水钠潴留,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/甘草.md
309,白扁豆,补虚药,补气药,,健脾化湿、和中消暑为要,甘，微温,脾、胃经,健脾化湿；和中消暑,脾胃虚弱，食欲不振，大便溏泻；暑湿吐泻；胸闷腹胀,煎服，9～15g；健脾止泻宜炒用,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/白扁豆.md
310,白术,补虚药,补气药,,健脾益气、燥湿利水为要,甘、苦，温,脾、胃经,健脾益气；燥湿利水；止汗；安胎,脾虚食少，腹胀泄泻；痰饮眩悸；水肿，小便不利；气虚自汗；胎动不安,煎服，6～12g；健脾止泻宜炒用，燥湿利水宜生用,阴虚内热、津液亏耗者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/白术.md
311,红景天,补虚药,补气药,,益气活血、通脉平喘为要,甘、苦，平,肺、脾、心经,益气活血；通脉平喘,气虚血瘀之胸痹心痛，中风偏瘫；倦怠气喘,煎服，3～6g；研末服，每次2g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/红景天.md
312,绞股蓝,补虚药,补气药,,益气健脾、化痰止咳为要,甘、苦，寒,脾、肺经,益气健脾；化痰止咳；清热解毒,脾虚乏力，食欲不振；肺虚咳嗽；热毒疮疡,煎服，10～20g；研末服，3～6g,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/绞股蓝.md
313,蜂蜜,补虚药,补气药,,补中、润燥为要,甘，平,肺、脾、大肠经,补中；润燥；止痛；解毒；外用生肌敛疮,脾胃虚弱，脘腹疼痛；肺燥干咳，肠燥便秘；疮疡不敛（外用）,冲服或入丸膏剂，15～30g；外用适量,湿盛中满、湿热痰滞、便溏泄泻者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/蜂蜜.md
314,西洋参,补虚药,补气药,,补气养阴、清热生津为要,甘、微苦，凉,心、肺、肾经,补气养阴；清热生津,气虚阴亏，虚热烦倦，咳喘痰血；内热消渴，口燥咽干,煎服，3～6g，另煎兑服；含化或研粉冲服,不宜与藜芦同用；中阳虚衰、寒湿中阻者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/西洋参.md
315,饴糖,补虚药,补气药,,补中益气、缓急止痛为要,甘，温,脾、胃、肺经,补中益气；缓急止痛；润肺止咳,脾胃虚弱，里急腹痛；肺虚燥咳,烊化兑服，15～20g；入汤剂须烊化,湿热内郁、中满吐逆、痰热咳嗽者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/饴糖.md
316,黄芪,补虚药,补气药,,补气升阳、固表止汗为要,甘，微温,脾、肺经,补气升阳；固表止汗；利水消肿；生津养血；行滞通痹；托毒排脓；敛疮生肌,气虚乏力，食少便溏，中气下陷；久泻脱肛，便血崩漏；表虚自汗；气虚水肿；内热消渴；血虚萎黄；半身不遂，痹痛麻木；痈疽难溃或溃久不敛,煎服，9～30g；补气升阳宜蜜炙用,表实邪盛、气滞湿阻、食积停滞、痈疽初起或溃后热毒尚盛者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补气药/黄芪.md
317,何首乌,补虚药,补血药,,补肝肾、益精血为要,苦、甘、涩，微温（制）,肝、心、肾经,补肝肾；益精血；乌须发；强筋骨；化浊降脂,血虚萎黄，眩晕耳鸣，须发早白，腰膝酸软，肢体麻木；崩漏带下；高脂血症,煎服，6～12g（制用）,湿痰较重、大便溏泄者慎用；生首乌有毒，忌铁器煎煮,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补血药/何首乌.md
318,当归,补虚药,补血药,,补血活血、调经止痛为要,甘、辛，温,肝、心、脾经,补血活血；调经止痛；润肠通便,血虚萎黄，眩晕心悸；月经不调，经闭痛经；虚寒腹痛，风湿痹痛，跌打损伤；痈疽疮疡；肠燥便秘,煎服，6～12g；补血用当归身，活血用当归尾，和血用全当归,湿盛中满、大便溏泄者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补血药/当归.md
319,楮实子,补虚药,补血药,,滋肾清肝、明目为要,甘，寒,肝、肾经,滋肾清肝；明目；利尿,肝肾不足，腰膝酸软，目昏眼花；水肿胀满,煎服，6～12g,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补血药/楮实子.md
320,熟地黄,补虚药,补血药,,补血滋阴、益精填髓为要,甘，微温,肝、肾经,补血滋阴；益精填髓,血虚萎黄，心悸怔忡，月经不调，崩漏下血；肝肾阴虚，腰膝酸软，骨蒸潮热，盗汗遗精，内热消渴；精血亏虚，须发早白，眩晕耳鸣,煎服，9～15g,脾胃虚弱、气滞痰多、腹满便溏者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补血药/熟地黄.md
321,白芍,补虚药,补血药,,养血调经、敛阴止汗为要,苦、酸，微寒,肝、脾经,养血调经；敛阴止汗；柔肝止痛；平抑肝阳,血虚萎黄，月经不调，痛经崩漏；自汗盗汗；肝郁胁痛，脘腹疼痛，四肢挛急疼痛；肝阳上亢，头痛眩晕,煎服，6～15g；大剂量15～30g,不宜与藜芦同用；阳衰虚寒之证不宜单独使用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补血药/白芍.md
322,阿胶,补虚药,补血药,,补血滋阴、润燥为要,甘，平,肺、肝、肾经,补血滋阴；润燥；止血,血虚萎黄，眩晕心悸，肌痿无力；热病伤阴，心烦不眠，虚风内动；肺燥咳嗽，劳嗽咯血；吐血衄血，便血崩漏,烊化兑服，3～9g；入丸散用,脾胃虚弱、消化不良者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补血药/阿胶.md
323,龙眼肉,补虚药,补血药,,补益心脾、养血安神为要,甘，温,心、脾经,补益心脾；养血安神,思虑过度，劳伤心脾，惊悸怔忡，失眠健忘；气血不足,煎服，9～15g,湿盛中满、有痰火者慎用；孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补血药/龙眼肉.md
324,仙茅,补虚药,补阳药,,补肾阳、强筋骨为要,辛，热；有毒,肾、肝、脾经,补肾阳；强筋骨；祛寒湿,肾阳不足，阳痿精冷，小便失禁；腰膝冷痛，筋骨痿软；寒湿痹痛,煎服，3～10g,有毒，不宜久服；阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/仙茅.md
325,冬虫夏草,补虚药,补阳药,,补肾益肺、止血化痰为要,甘，平,肺、肾经,补肾益肺；止血化痰,肾虚精亏，阳痿遗精，腰膝酸痛；久咳虚喘，劳嗽咯血,煎服或炖服，3～9g；研末服，1.5～3g,有表邪者不宜用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/冬虫夏草.md
326,巴戟天,补虚药,补阳药,,补肾阳、强筋骨为要,甘、辛，微温,肾、肝经,补肾阳；强筋骨；祛风湿,肾阳不足，阳痿遗精，宫冷不孕，月经不调，少腹冷痛；风湿痹痛，筋骨痿软,煎服，3～10g,阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/巴戟天.md
327,杜仲,补虚药,补阳药,,补肝肾、强筋骨为要,甘，温,肝、肾经,补肝肾；强筋骨；安胎,肾虚腰痛，筋骨无力；妊娠漏血，胎动不安；高血压属肝肾不足者,煎服，6～10g；盐炙增强补肝肾,阴虚火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/杜仲.md
328,核桃仁,补虚药,补阳药,,补肾温肺、润肠通便为要,甘，温,肾、肺、大肠经,补肾温肺；润肠通便,肾虚腰痛，脚膝痿弱，遗精遗尿；肺虚久咳气喘；肠燥便秘,煎服，6～9g；嚼服或入丸散,阴虚火旺、痰火咳嗽、便溏者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/核桃仁.md
329,沙苑子,补虚药,补阳药,,补肾助阳、固精缩尿为要,甘，温,肝、肾经,补肾助阳；固精缩尿；养肝明目,肾虚腰痛，遗精早泄，遗尿尿频；肝肾不足，目暗昏花,煎服，9～15g,阴虚火旺及小便不利者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/沙苑子.md
330,海马,补虚药,补阳药,,温肾壮阳、散结消肿为要,甘、咸，温,肝、肾经,温肾壮阳；散结消肿,肾阳不足，阳痿遗精，遗尿；癥瘕积聚，跌打损伤；疔疮肿毒,煎服，3～9g；研末服，每次1～1.5g,孕妇及阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/海马.md
331,淫羊藿,补虚药,补阳药,,补肾阳、强筋骨为要,辛、甘，温,肾、肝经,补肾阳；强筋骨；祛风湿,肾阳虚衰，阳痿遗精，筋骨痿软；风湿痹痛，麻木拘挛,煎服，6～10g,阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/淫羊藿.md
332,益智仁,补虚药,补阳药,,暖肾固精缩尿、温脾止泻摄唾为要,辛，温,肾、脾经,暖肾固精缩尿；温脾止泻摄唾,肾虚遗尿，小便频数，遗精白浊；脾寒泄泻，腹中冷痛，口多唾涎,煎服，3～10g,阴虚火旺、湿热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/益智仁.md
333,紫河车,补虚药,补阳药,,温肾补精、益气养血为要,甘、咸，温,肺、肝、肾经,温肾补精；益气养血,虚劳羸瘦，骨蒸盗汗，咳嗽气喘；阳痿遗精，不孕少乳；气血亏虚，面色萎黄,研末装胶囊服，2～3g；或鲜品炖食,阴虚火旺者不宜单用；有实邪者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/紫河车.md
334,续断,补虚药,补阳药,,补肝肾、强筋骨为要,苦、辛，微温,肝、肾经,补肝肾；强筋骨；续折伤；止崩漏,腰膝酸软，风湿痹痛；跌打损伤，筋伤骨折；崩漏经多，胎漏下血，胎动不安,煎服，9～15g；酒炙增强通脉之力,风湿热痹者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/续断.md
335,肉苁蓉,补虚药,补阳药,,补肾阳、益精血为要,甘、咸，温,肾、大肠经,补肾阳；益精血；润肠通便,肾阳不足，精血亏虚，阳痿不孕，腰膝酸软，筋骨无力；肠燥便秘,煎服，6～10g,阴虚火旺、便溏泄泻者忌用；肠胃实热便秘者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/肉苁蓉.md
336,菟丝子,补虚药,补阳药,,补益肝肾、固精缩尿为要,甘，温,肝、肾、脾经,补益肝肾；固精缩尿；安胎；明目；止泻；外用消风祛斑,肝肾不足，腰膝酸软，阳痿遗精，遗尿尿频；肾虚胎漏，胎动不安；目昏耳鸣；脾肾虚泻；白癜风（外用）,煎服，6～12g；外用适量,阴虚火旺、大便燥结者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/菟丝子.md
337,蛤蚧,补虚药,补阳药,,补肺益肾、纳气定喘为要,咸，平,肺、肾经,补肺益肾；纳气定喘；助阳益精,肺虚咳嗽，肾虚作喘，虚劳喘咳；肾虚阳痿,煎服，3～6g；研末服，每次1～2g,风寒咳嗽、实热喘咳者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/蛤蚧.md
338,补骨脂,补虚药,补阳药,,补肾壮阳、固精缩尿为要,辛、苦，温,肾、脾经,补肾壮阳；固精缩尿；温脾止泻；纳气平喘,肾阳不足，腰膝冷痛，阳痿遗精，遗尿尿频；脾肾阳虚，五更泄泻；肾不纳气，虚寒喘咳,煎服，6～10g；外用适量,阴虚火旺者忌用；大剂量可致光敏反应,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/补骨脂.md
339,锁阳,补虚药,补阳药,,补肾阳、益精血为要,甘，温,肝、肾、大肠经,补肾阳；益精血；润肠通便,肾阳不足，精血亏虚，腰膝痿软，阳痿滑精；肠燥便秘,煎服，5～10g,阴虚火旺、脾虚泄泻及实热便秘者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/锁阳.md
340,阳起石,补虚药,补阳药,,温肾壮阳为要,咸，温,肾经,温肾壮阳,阳痿不举，宫冷不孕，腰膝冷痹,入丸散，3～6g；不入煎剂,阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/阳起石.md
341,韭菜子,补虚药,补阳药,,温补肝肾、壮阳固精为要,辛、甘，温,肝、肾经,温补肝肾；壮阳固精,肾阳不足，腰膝酸软，阳痿遗精，遗尿尿频；白带过多,煎服，3～9g,阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/韭菜子.md
342,鹿茸,补虚药,补阳药,,壮肾阳、益精血为要,甘、咸，温,肾、肝经,壮肾阳；益精血；强筋骨；调冲任；托疮毒,肾阳不足，精血亏虚，阳痿滑精，宫冷不孕，羸瘦神疲，畏寒眩晕；筋骨痿软，小儿五迟；冲任虚寒，崩漏带下；阴疽内陷不起,研末冲服，1～2g，或入丸散,阴虚阳亢、血热、胃火盛、肺有痰热及外感热病者忌用；服用宜从小剂量开始,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阳药/鹿茸.md
343,北沙参,补虚药,补阴药,,养阴清肺、益胃生津为要,甘、微苦，微寒,肺、胃经,养阴清肺；益胃生津,肺热燥咳，劳嗽痰血；胃阴不足，热病津伤，咽干口渴,煎服，5～12g,不宜与藜芦同用；风寒咳嗽及中寒便溏者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/北沙参.md
344,南沙参,补虚药,补阴药,,养阴清肺、益胃生津为要,甘，微寒,肺、胃经,养阴清肺；益胃生津；化痰；益气,肺热燥咳，阴虚劳嗽，干咳痰黏；胃阴不足，食少呕吐，咽干口燥,煎服，9～15g,不宜与藜芦同用；风寒咳嗽者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,补虚药/补阴药/南沙参.md
